Gene ID	Locus Tag	Gene Product Name	Genome ID	Genome Name	Batch1	Start Coord	End Coord	Scaffold ID	COG	Pfam	
3300031950 assembled Ga0308417_100014216	Ga0308417_100014216	16S rRNA (uracil1498-N3)-methyltransferase	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	15621	16376	Ga0308417_1000142	COG1385===16S rRNA U1498 N3-methylase RsmE	pfam04452===RNA methyltransferase	
3300031966 assembled Ga0308420_10020301	Ga0308420_10020301	16S rRNA (uracil1498-N3)-methyltransferase	3300031966	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS55 (*) (MER-FS) (assembled)	2	1	279	Ga0308420_1002030	COG1385===16S rRNA U1498 N3-methylase RsmE	pfam04452===RNA methyltransferase	
3300035356 assembled Ga0372969_000291_10262_10540	Ga0372969_4492	16S rRNA (uracil1498-N3)-methyltransferase	3300035356	Metatranscriptome of hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20050701_0800_MSt8 (Metagenome Metatranscriptome) (*) (MER-FS) (assembled)	2	10262	10540	Ga0372969_000291	COG1385===16S rRNA U1498 N3-methylase RsmE	pfam04452===RNA methyltransferase	
3300031812 assembled Ga0308411_100007909	Ga0308411_100007909	16S rRNA (uracil1498-N3)-methyltransferase	3300031812	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-BottomLayer (*) (MER-FS) (assembled)	2	8228	8980	Ga0308411_10000790	COG1385===16S rRNA U1498 N3-methylase RsmE	pfam04452===RNA methyltransferase	
3300031812 assembled Ga0308411_1000095812	Ga0308411_1000095812	16S rRNA (uracil1498-N3)-methyltransferase	3300031812	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-BottomLayer (*) (MER-FS) (assembled)	2	11987	12742	Ga0308411_10000958	COG1385===16S rRNA U1498 N3-methylase RsmE	pfam04452===RNA methyltransferase	
3300031783 assembled Ga0308418_100005167	Ga0308418_100005167	16S rRNA (uracil1498-N3)-methyltransferase	3300031783	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090729_R4cd (*) (MER-FS) (assembled)	2	66521	67189	Ga0308418_1000051	COG1385===16S rRNA U1498 N3-methylase RsmE	pfam04452===RNA methyltransferase	
3300031518 assembled Ga0308389_100114812	Ga0308389_100114812	16S rRNA (uracil1498-N3)-methyltransferase	3300031518	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20040719_148 (*) (MER-FS) (assembled)	2	12332	13084	Ga0308389_1001148	COG1385===16S rRNA U1498 N3-methylase RsmE	pfam04452===RNA methyltransferase	
3300031515 assembled Ga0308396_10004319	Ga0308396_10004319	16S rRNA (uracil1498-N3)-methyltransferase	3300031515	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20050930_Pe2 (*) (MER-FS) (assembled)	2	8227	8979	Ga0308396_1000431	COG1385===16S rRNA U1498 N3-methylase RsmE	pfam04452===RNA methyltransferase	
3300031950 assembled Ga0308417_100040127	Ga0308417_100040127	16S rRNA (uracil1498-N3)-methyltransferase	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	29538	30302	Ga0308417_1000401	COG1385===16S rRNA U1498 N3-methylase RsmE	pfam04452===RNA methyltransferase	
3300031514 assembled Ga0308390_100005715	Ga0308390_100005715	16S rRNA C967 or C1407 C5-methylase (RsmB/RsmF family)	3300031514	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20040719_149 (*) (MER-FS) (assembled)	2	12218	13672	Ga0308390_1000057	COG0144===16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	pfam17125===N-terminal domain of 16S rRNA methyltransferase RsmF	
3300031950 assembled Ga0308417_100002496	Ga0308417_100002496	16S rRNA C967 or C1407 C5-methylase (RsmB/RsmF family)	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	122647	124101	Ga0308417_1000024	COG0144===16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	pfam17125===N-terminal domain of 16S rRNA methyltransferase RsmF	
3300032058 assembled Ga0308419_100017513	Ga0308419_100017513	16S rRNA C967 or C1407 C5-methylase (RsmB/RsmF family)	3300032058	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS50 (*) (MER-FS) (assembled)	2	10834	12288	Ga0308419_1000175	COG0144===16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	pfam17125===N-terminal domain of 16S rRNA methyltransferase RsmF	
3300031966 assembled Ga0308420_100025711	Ga0308420_100025711	16S rRNA processing protein RimM	3300031966	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS55 (*) (MER-FS) (assembled)	2	12041	12556	Ga0308420_1000257	COG0806===Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing	pfam05239===PRC-barrel domain	
3300032034 assembled Ga0308407_100032328	Ga0308407_100032328	16S rRNA processing protein RimM	3300032034	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20060911_MSe2 (*) (MER-FS) (assembled)	2	24516	25031	Ga0308407_1000323	COG0806===Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing	pfam05239===PRC-barrel domain	
3300031245 assembled Ga0308395_100059617	Ga0308395_100059617	16S rRNA processing protein RimM	3300031245	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20050930_P4 (*) (MER-FS) (assembled)	2	15184	15699	Ga0308395_1000596	COG0806===Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing	pfam05239===PRC-barrel domain	
3300031512 assembled Ga0308397_100058411	Ga0308397_100058411	16S rRNA processing protein RimM	3300031512	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20051001_T8 (*) (MER-FS) (assembled)	2	12194	12709	Ga0308397_1000584	COG0806===Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing	pfam05239===PRC-barrel domain	
3300031875 assembled Ga0308405_10002945	Ga0308405_10002945	2',3'-cyclic-nucleotide 2'-phosphodiesterase (5'-nucleotidase family)	3300031875	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20060912_MS13 (*) (MER-FS) (assembled)	2	1953	3461	Ga0308405_1000294	COG0737===2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	pfam02872===5'-nucleotidase, C-terminal domain	
3300031783 assembled Ga0308418_100005173	Ga0308418_100005173	2',3'-cyclic-nucleotide 2'-phosphodiesterase (5'-nucleotidase family)	3300031783	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090729_R4cd (*) (MER-FS) (assembled)	2	70615	71955	Ga0308418_1000051	COG0737===2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	pfam13435===Cytochrome c554 and c-prime	
3300031865 assembled Ga0308408_100015433	Ga0308408_100015433	2',3'-cyclic-nucleotide 2'-phosphodiesterase (5'-nucleotidase family)	3300031865	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20060912_MSe3 (*) (MER-FS) (assembled)	2	28060	29568	Ga0308408_1000154	COG0737===2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	pfam02872===5'-nucleotidase, C-terminal domain	
3300031950 assembled Ga0308417_10002747	Ga0308417_10002747	2',3'-cyclic-nucleotide 2'-phosphodiesterase (5'-nucleotidase family)	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	14667	16445	Ga0308417_1000274	COG0737===2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	pfam13435===Cytochrome c554 and c-prime	
3300031567 assembled Ga0308391_100003118	Ga0308391_100003118	2',3'-cyclic-nucleotide 2'-phosphodiesterase (5'-nucleotidase family)	3300031567	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20050623_t1 (*) (MER-FS) (assembled)	2	19581	21089	Ga0308391_1000031	COG0737===2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	pfam02872===5'-nucleotidase, C-terminal domain	
3300031950 assembled Ga0308417_100000949	Ga0308417_100000949	2'-5' RNA ligase	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	56046	56630	Ga0308417_1000009	COG1514===2'-5' RNA ligase	pfam02834===LigT like Phosphoesterase	
3300031812 assembled Ga0308411_1000035013	Ga0308411_1000035013	2'-5' RNA ligase	3300031812	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-BottomLayer (*) (MER-FS) (assembled)	2	10584	11162	Ga0308411_10000350	COG1514===2'-5' RNA ligase	pfam02834===LigT like Phosphoesterase	
3300031812 assembled Ga0308411_1000011117	Ga0308411_1000011117	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	3300031812	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-BottomLayer (*) (MER-FS) (assembled)	2	15062	15808	Ga0308411_10000111	COG0588===Phosphoglycerate mutase (BPG-dependent)	pfam00300===Histidine phosphatase superfamily (branch 1)	
3300031950 assembled Ga0308417_1000009163	Ga0308417_1000009163	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	215866	217071	Ga0308417_1000009	COG3635===2,3-bisphosphoglycerate-independent phosphoglycerate mutase, archeal type	pfam10143===2,3-bisphosphoglycerate-independent phosphoglycerate mutase	
3300031812 assembled Ga0308411_1000011128	Ga0308411_1000011128	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	3300031812	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-BottomLayer (*) (MER-FS) (assembled)	2	24615	25799	Ga0308411_10000111	COG3635===2,3-bisphosphoglycerate-independent phosphoglycerate mutase, archeal type	pfam10143===2,3-bisphosphoglycerate-independent phosphoglycerate mutase	
3300031783 assembled Ga0308418_100005139	Ga0308418_100005139	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	3300031783	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090729_R4cd (*) (MER-FS) (assembled)	2	37320	38564	Ga0308418_1000051	COG3635===2,3-bisphosphoglycerate-independent phosphoglycerate mutase, archeal type	pfam10143===2,3-bisphosphoglycerate-independent phosphoglycerate mutase	
3300031783 assembled Ga0308418_100095614	Ga0308418_100095614	2,4-dienoyl-CoA reductase (NADPH2)	3300031783	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090729_R4cd (*) (MER-FS) (assembled)	2	15418	15708	Ga0308418_1000956			
3300031812 assembled Ga0308411_100851693	Ga0308411_100851693	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase	3300031812	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-BottomLayer (*) (MER-FS) (assembled)	2	951	1259	Ga0308411_10085169	COG1024===Enoyl-CoA hydratase/carnithine racemase	pfam00378===Enoyl-CoA hydratase/isomerase	
3300031517 assembled Ga0308392_100017415	Ga0308392_100017415	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase	3300031517	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20050624_m2 (*) (MER-FS) (assembled)	2	12995	13789	Ga0308392_1000174	COG1024===Enoyl-CoA hydratase/carnithine racemase	pfam00378===Enoyl-CoA hydratase/isomerase	
3300032045 assembled Ga0308400_10144022	Ga0308400_10144022	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase	3300032045	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20060914_OS12-65 (*) (MER-FS) (assembled)	2	335	1129	Ga0308400_1014402	COG1024===Enoyl-CoA hydratase/carnithine racemase	pfam00378===Enoyl-CoA hydratase/isomerase	
3300031567 assembled Ga0308391_10014285	Ga0308391_10014285	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase	3300031567	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20050623_t1 (*) (MER-FS) (assembled)	2	2676	3470	Ga0308391_1001428	COG1024===Enoyl-CoA hydratase/carnithine racemase	pfam00378===Enoyl-CoA hydratase/isomerase	
3300032056 assembled Ga0308310_10034723	Ga0308310_10034723	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase	3300032056	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS65 (*) (MER-FS) (assembled)	2	2140	2934	Ga0308310_1003472	COG1024===Enoyl-CoA hydratase/carnithine racemase	pfam00378===Enoyl-CoA hydratase/isomerase	
3300031776 assembled Ga0308415_10000483	Ga0308415_10000483	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase	3300031776	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS55 (*) (MER-FS) (assembled)	2	2123	2917	Ga0308415_1000048	COG1024===Enoyl-CoA hydratase/carnithine racemase	pfam00378===Enoyl-CoA hydratase/isomerase	
3300031966 assembled Ga0308420_100002642	Ga0308420_100002642	2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase	3300031966	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS55 (*) (MER-FS) (assembled)	2	39338	40294	Ga0308420_1000026	COG0673===Predicted dehydrogenase	pfam01408===Oxidoreductase family, NAD-binding Rossmann fold	
3300031950 assembled Ga0308417_10015852	Ga0308417_10015852	2-isopropylmalate synthase	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	299	1882	Ga0308417_1001585	COG0119===Isopropylmalate/homocitrate/citramalate synthases	pfam08502===LeuA allosteric (dimerisation) domain	
3300031513 assembled Ga0308412_100018612	Ga0308412_100018612	2-isopropylmalate synthase	3300031513	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST1-BottomLayer (*) (MER-FS) (assembled)	2	11776	13335	Ga0308412_1000186	COG0119===Isopropylmalate/homocitrate/citramalate synthases	pfam08502===LeuA allosteric (dimerisation) domain	
3300031812 assembled Ga0308411_100016962	Ga0308411_100016962	2-isopropylmalate synthase	3300031812	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-BottomLayer (*) (MER-FS) (assembled)	2	188	1771	Ga0308411_10001696	COG0119===Isopropylmalate/homocitrate/citramalate synthases	pfam08502===LeuA allosteric (dimerisation) domain	
3300031513 assembled Ga0308412_100018616	Ga0308412_100018616	2-isopropylmalate synthase	3300031513	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST1-BottomLayer (*) (MER-FS) (assembled)	2	14888	16492	Ga0308412_1000186	COG0119===Isopropylmalate/homocitrate/citramalate synthases	pfam08502===LeuA allosteric (dimerisation) domain	
3300031567 assembled Ga0308391_100010516	Ga0308391_100010516	2-isopropylmalate synthase	3300031567	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20050623_t1 (*) (MER-FS) (assembled)	2	13846	15462	Ga0308391_1000105	COG0119===Isopropylmalate/homocitrate/citramalate synthases	pfam08502===LeuA allosteric (dimerisation) domain	
3300031958 assembled Ga0308410_100000552	Ga0308410_100000552	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	3300031958	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-MatCore (*) (MER-FS) (assembled)	2	55700	57112	Ga0308410_1000005	COG0508===Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	pfam02817===e3 binding domain	
3300031812 assembled Ga0308411_1000084613	Ga0308411_1000084613	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	3300031812	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-BottomLayer (*) (MER-FS) (assembled)	2	12091	13503	Ga0308411_10000846	COG0508===Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	pfam02817===e3 binding domain	
3300032356 assembled Ga0308414_10002871	Ga0308414_10002871	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	2	3	800	Ga0308414_1000287	COG0508===Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	pfam02817===e3 binding domain	
3300031514 assembled Ga0308390_100028523	Ga0308390_100028523	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	3300031514	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20040719_149 (*) (MER-FS) (assembled)	2	26660	28072	Ga0308390_1000285	COG0508===Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	pfam02817===e3 binding domain	
3300031950 assembled Ga0308417_100001882	Ga0308417_100001882	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	91602	93014	Ga0308417_1000018	COG0508===Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	pfam02817===e3 binding domain	
3300033886 assembled Ga0308413_000020_74840_76252	Ga0308413_4031	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	3300033886	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090729_t10cd (*) (MER-FS) (assembled)	2	74840	76252	Ga0308413_000020	COG0508===Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	pfam02817===e3 binding domain	
3300031958 assembled Ga0308410_100000568	Ga0308410_100000568	2-oxoglutarate ferredoxin oxidoreductase subunit alpha	3300031958	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-MatCore (*) (MER-FS) (assembled)	2	75720	76877	Ga0308410_1000005	COG0674===Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit	pfam17147===Pyruvate:ferredoxin oxidoreductase core domain II	
3300031950 assembled Ga0308417_100001898	Ga0308417_100001898	2-oxoglutarate ferredoxin oxidoreductase subunit alpha	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	111622	112779	Ga0308417_1000018	COG0674===Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit	pfam17147===Pyruvate:ferredoxin oxidoreductase core domain II	
3300033886 assembled Ga0308413_000020_55075_56199	Ga0308413_4015	2-oxoglutarate ferredoxin oxidoreductase subunit alpha	3300033886	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090729_t10cd (*) (MER-FS) (assembled)	2	55075	56199	Ga0308413_000020	COG0674===Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit	pfam17147===Pyruvate:ferredoxin oxidoreductase core domain II	
3300031958 assembled Ga0308410_100000569	Ga0308410_100000569	2-oxoglutarate ferredoxin oxidoreductase subunit beta	3300031958	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-MatCore (*) (MER-FS) (assembled)	2	76874	77779	Ga0308410_1000005	COG1013===Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit	pfam02775===Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	
3300033886 assembled Ga0308413_000020_54173_55078	Ga0308413_4014	2-oxoglutarate ferredoxin oxidoreductase subunit beta	3300033886	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090729_t10cd (*) (MER-FS) (assembled)	2	54173	55078	Ga0308413_000020	COG1013===Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit	pfam02775===Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	
3300031950 assembled Ga0308417_100001899	Ga0308417_100001899	2-oxoglutarate ferredoxin oxidoreductase subunit beta	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	112776	113681	Ga0308417_1000018	COG1013===Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit	pfam02775===Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	
3300031950 assembled Ga0308417_100001897	Ga0308417_100001897	2-oxoglutarate ferredoxin oxidoreductase subunit delta	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	111249	111569	Ga0308417_1000018	COG1146===NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit	pfam12838===4Fe-4S dicluster domain	
